# time,x,y,theta
1.761389446630590200e+09,4.057651519775390625e+00,1.093989491462707520e+00,-1.656844377517700195e+00
1.761389446651515007e+09,4.057804584503173828e+00,1.069252729415893555e+00,-1.672559261322021484e+00
1.761389446670360327e+09,4.059461116790771484e+00,1.051455497741699219e+00,-1.681387305259704590e+00
1.761389446691927433e+09,4.058845520019531250e+00,9.975600242614746094e-01,-1.703472256660461426e+00
1.761389446711150408e+09,4.050420761108398438e+00,9.729067683219909668e-01,-1.716878175735473633e+00
1.761389446730846643e+09,4.042809009552001953e+00,9.507875442504882812e-01,-1.732820630073547363e+00
1.761389446751133919e+09,4.029500961303710938e+00,9.352661967277526855e-01,-1.757110476493835449e+00
1.761389446770942688e+09,4.022658824920654297e+00,9.220025539398193359e-01,-1.774245977401733398e+00
1.761389446790760279e+09,4.019268512725830078e+00,9.082321524620056152e-01,-1.787124037742614746e+00
1.761389446811068535e+09,4.018700122833251953e+00,8.983046412467956543e-01,-1.794949293136596680e+00
1.761389446831372976e+09,4.022445201873779297e+00,8.563632369041442871e-01,-1.825670242309570312e+00
1.761389446851054430e+09,4.025279521942138672e+00,8.258659839630126953e-01,-1.850752234458923340e+00
1.761389446870689392e+09,4.026841163635253906e+00,8.026303648948669434e-01,-1.869516015052795410e+00
1.761389446892072439e+09,3.988707304000854492e+00,7.447493672370910645e-01,-1.905244469642639160e+00
1.761389446910578966e+09,3.959625720977783203e+00,6.983056068420410156e-01,-1.925340890884399414e+00
1.761389446931442976e+09,3.943624496459960938e+00,6.742346882820129395e-01,-1.938099265098571777e+00
1.761389446950416088e+09,3.923649311065673828e+00,6.641077995300292969e-01,-1.978087902069091797e+00
1.761389446971745014e+09,3.903115749359130859e+00,6.476388573646545410e-01,-1.999092102050781250e+00
1.761389446990323544e+09,3.885739803314208984e+00,6.290488243103027344e-01,-2.022114753723144531e+00
1.761389447011397123e+09,3.875323772430419922e+00,6.093605756759643555e-01,-2.028744220733642578e+00
1.761389447031223297e+09,3.854412794113159180e+00,6.060589551925659180e-01,-2.054004192352294922e+00
1.761389447051927090e+09,3.841927289962768555e+00,6.092982888221740723e-01,-2.062734603881835938e+00
1.761389447070443153e+09,3.829799652099609375e+00,6.025978326797485352e-01,-2.068696498870849609e+00
1.761389447091597557e+09,3.799953699111938477e+00,6.059930920600891113e-01,-2.090797424316406250e+00
1.761389447110743523e+09,3.775483846664428711e+00,5.821988582611083984e-01,-2.120092630386352539e+00
1.761389447131538868e+09,3.758967638015747070e+00,5.525777339935302734e-01,-2.136261701583862305e+00
1.761389447150494337e+09,3.739664316177368164e+00,5.267082452774047852e-01,-2.161251068115234375e+00
1.761389447172429323e+09,3.720067024230957031e+00,5.102714896202087402e-01,-2.172382831573486328e+00
1.761389447191197157e+09,3.703930854797363281e+00,4.906870126724243164e-01,-2.179794311523437500e+00
1.761389447210926533e+09,3.695227622985839844e+00,4.757303297519683838e-01,-2.182072162628173828e+00
1.761389447230778694e+09,3.674437046051025391e+00,4.321905970573425293e-01,-2.221986532211303711e+00
1.761389447250975847e+09,3.665488958358764648e+00,3.990512490272521973e-01,-2.245933294296264648e+00
1.761389447270562887e+09,3.647295713424682617e+00,3.832650780677795410e-01,-2.257515430450439453e+00
1.761389447290602446e+09,3.626471757888793945e+00,3.654210865497589111e-01,-2.278783559799194336e+00
1.761389447310923338e+09,3.610779047012329102e+00,3.492574095726013184e-01,-2.297820329666137695e+00
1.761389447332656145e+09,3.591831445693969727e+00,3.364698290824890137e-01,-2.306228160858154297e+00
1.761389447352236748e+09,3.564227104187011719e+00,3.087443411350250244e-01,-2.333616971969604492e+00
1.761389447375633717e+09,3.537929296493530273e+00,2.860935032367706299e-01,-2.355606794357299805e+00
1.761389447391803741e+09,3.522846221923828125e+00,2.696148157119750977e-01,-2.366339445114135742e+00
1.761389447410862684e+09,3.503726482391357422e+00,2.502855956554412842e-01,-2.380463123321533203e+00
1.761389447430981398e+09,3.476274728775024414e+00,2.436925917863845825e-01,-2.399652481079101562e+00
1.761389447451185226e+09,3.456062316894531250e+00,2.337822765111923218e-01,-2.415211677551269531e+00
1.761389447470258474e+09,3.438216924667358398e+00,2.215384691953659058e-01,-2.423904895782470703e+00
1.761389447491322041e+09,3.407543659210205078e+00,2.249976694583892822e-01,-2.438340663909912109e+00
1.761389447510511875e+09,3.389203071594238281e+00,2.211764901876449585e-01,-2.443275928497314453e+00
1.761389447532082796e+09,3.363045215606689453e+00,2.132711112499237061e-01,-2.449054479598999023e+00
1.761389447551504850e+09,3.326896429061889648e+00,1.939939409494400024e-01,-2.484255790710449219e+00
1.761389447571258545e+09,3.304918289184570312e+00,1.641123741865158081e-01,-2.509474754333496094e+00
1.761389447590520144e+09,3.295458555221557617e+00,1.496480256319046021e-01,-2.520189523696899414e+00
1.761389447611210108e+09,3.276141405105590820e+00,1.350017189979553223e-01,-2.530787944793701172e+00
1.761389447630958796e+09,3.250240802764892578e+00,1.285648792982101440e-01,-2.551099538803100586e+00
1.761389447651019573e+09,3.224909543991088867e+00,1.095484420657157898e-01,-2.570076227188110352e+00
1.761389447670561790e+09,3.198094606399536133e+00,9.188378602266311646e-02,-2.583630561828613281e+00
1.761389447691154480e+09,3.164501667022705078e+00,6.168888881802558899e-02,-2.610800266265869141e+00
1.761389447711655378e+09,3.137832880020141602e+00,4.375700652599334717e-02,-2.630693674087524414e+00
1.761389447731642008e+09,3.114560365676879883e+00,2.483718842267990112e-02,-2.649448633193969727e+00
1.761389447751623631e+09,3.080367326736450195e+00,1.134335994720458984e-02,-2.663693428039550781e+00
1.761389447771617651e+09,3.056373119354248047e+00,-1.229949179105460644e-03,-2.675821304321289062e+00
1.761389447790881395e+09,3.026646137237548828e+00,-1.548876799643039703e-02,-2.686953306198120117e+00
1.761389447811135292e+09,3.004562854766845703e+00,-2.671909518539905548e-02,-2.693655729293823242e+00
1.761389447830667257e+09,2.973774671554565430e+00,-3.615560010075569153e-02,-2.716213464736938477e+00
1.761389447851782322e+09,2.953468322753906250e+00,-4.131846502423286438e-02,-2.735226631164550781e+00
1.761389447870193481e+09,2.928255081176757812e+00,-5.315754190087318420e-02,-2.751282453536987305e+00
1.761389447891951799e+09,2.900039911270141602e+00,-6.046135723590850830e-02,-2.765547513961791992e+00
1.761389447910261631e+09,2.873673439025878906e+00,-7.569620758295059204e-02,-2.784615755081176758e+00
1.761389447931862593e+09,2.846875190734863281e+00,-9.017699956893920898e-02,-2.798514127731323242e+00
1.761389447950480938e+09,2.799493551254272461e+00,-9.761443734169006348e-02,-2.814573526382446289e+00
1.761389447972029209e+09,2.766689538955688477e+00,-1.066653281450271606e-01,-2.826679229736328125e+00
1.761389447990779400e+09,2.727700710296630859e+00,-1.148244068026542664e-01,-2.838491201400756836e+00
1.761389448011943579e+09,2.699211597442626953e+00,-1.220307797193527222e-01,-2.847421884536743164e+00
1.761389448031051636e+09,2.677600383758544922e+00,-1.252200305461883545e-01,-2.872740268707275391e+00
1.761389448051117420e+09,2.653236389160156250e+00,-1.340706646442413330e-01,-2.891071081161499023e+00
1.761389448071483135e+09,2.623985052108764648e+00,-1.449398696422576904e-01,-2.903895616531372070e+00
1.761389448092503548e+09,2.592871427536010742e+00,-1.445481628179550171e-01,-2.921835899353027344e+00
1.761389448111290932e+09,2.564025878906250000e+00,-1.466003656387329102e-01,-2.932113409042358398e+00
1.761389448131163836e+09,2.543525218963623047e+00,-1.517484784126281738e-01,-2.940892934799194336e+00
